-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.238,0.160,0.426,0.487,0.300,0.272,0.337,0.432,0.401,0.449,0.3795,0.3224,0.3501,0.3072,0.3189,0.2954,0.2933,0.2894,0.2709,0.2808,0.66,0.58,0.15,0,0,0.05,0.30,0.34,0,0,0.60,0.56,0.44,0,0,1.00,0.92,0.26,0,1,0.60,0.56,0.44,0,0,0.076,0.007,-0.357,-0.206,0.070,0.061,-0.394,-0.489,0.070,0.061
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.160,0.426,0.487,0.300,0.288,0.337,0.432,0.401,0.449,0.357,0.3501,0.3072,0.3189,0.2954,0.2933,0.2894,0.2709,0.2808,0.2486,0.2671,0.05,0.30,0.34,0,0,0.60,0.56,0.44,0,0,1.00,0.92,0.26,0,1,0.60,0.56,0.44,0,0,0.16,0.31,0.32,0,0,-0.357,-0.206,0.070,0.061,-0.394,-0.489,0.070,0.061,-0.273,-0.313
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.426,0.487,0.300,0.288,0.243,0.432,0.401,0.449,0.357,0.208,0.3189,0.2954,0.2933,0.2894,0.2709,0.2808,0.2486,0.2671,0.2422,0.2613,0.60,0.56,0.44,0,0,1.00,0.92,0.26,0,1,0.60,0.56,0.44,0,0,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,0.070,0.061,-0.394,-0.489,0.070,0.061,-0.273,-0.313,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.487,0.300,0.288,0.243,0.175,0.401,0.449,0.357,0.208,0.294,0.2933,0.2894,0.2709,0.2808,0.2486,0.2671,0.2422,0.2613,0.2493,0.2659,1.00,0.92,0.26,0,1,0.60,0.56,0.44,0,0,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,0.05,0.30,0.34,0,0,-0.394,-0.489,0.070,0.061,-0.273,-0.313,0.076,0.007,-0.357,-0.206
-1,-1,-1,-1,0.646,-1,-1,-1,-1,-1,0.300,0.288,0.243,0.175,0.128,0.449,0.357,0.208,0.294,0.740,0.2709,0.2808,0.2486,0.2671,0.2422,0.2613,0.2493,0.2659,0.2696,0.2801,0.60,0.56,0.44,0,0,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,0.05,0.30,0.34,0,0,0.30,0.45,0.11,0,0,0.070,0.061,-0.273,-0.313,0.076,0.007,-0.357,-0.206,-0.269,-0.178
-1,-1,-1,0.670,-1,-1,-1,-1,-1,-1,0.288,0.243,0.175,0.128,0.124,0.357,0.208,0.294,0.740,0.440,0.2486,0.2671,0.2422,0.2613,0.2493,0.2659,0.2696,0.2801,0.3107,0.3131,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,0.05,0.30,0.34,0,0,0.30,0.45,0.11,0,0,0.05,0.30,0.34,0,0,-0.273,-0.313,0.076,0.007,-0.357,-0.206,-0.269,-0.178,-0.357,-0.206
-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.243,0.175,0.128,0.124,0.127,0.208,0.294,0.740,0.440,0.515,0.2422,0.2613,0.2493,0.2659,0.2696,0.2801,0.3107,0.3131,0.3424,0.3372,0.66,0.58,0.15,0,0,0.05,0.30,0.34,0,0,0.30,0.45,0.11,0,0,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.076,0.007,-0.357,-0.206,-0.269,-0.178,-0.357,-0.206,-0.049,-0.086
-1,0.638,-1,-1,0.625,-1,-1,-1,-1,-1,0.175,0.128,0.124,0.127,0.175,0.294,0.740,0.440,0.515,0.570,0.2493,0.2659,0.2696,0.2801,0.3107,0.3131,0.3424,0.3372,0.3544,0.3465,0.05,0.30,0.34,0,0,0.30,0.45,0.11,0,0,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.66,0.58,0.15,0,0,-0.357,-0.206,-0.269,-0.178,-0.357,-0.206,-0.049,-0.086,0.076,0.007
0.284,-1,-1,0.233,-1,-1,-1,-1,-1,-1,0.128,0.124,0.127,0.175,0.099,0.740,0.440,0.515,0.570,0.379,0.2696,0.2801,0.3107,0.3131,0.3424,0.3372,0.3544,0.3465,0.3477,0.3397,0.30,0.45,0.11,0,0,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.66,0.58,0.15,0,0,0.75,0.14,0.71,0,0,-0.269,-0.178,-0.357,-0.206,-0.049,-0.086,0.076,0.007,-0.172,-0.109
-1,-1,0.000,-1,0.710,-1,-1,-1,-1,-1,0.124,0.127,0.175,0.099,0.095,0.440,0.515,0.570,0.379,0.699,0.3107,0.3131,0.3424,0.3372,0.3544,0.3465,0.3477,0.3397,0.3350,0.3296,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.66,0.58,0.15,0,0,0.75,0.14,0.71,0,0,0.75,0.14,0.71,0,0,-0.357,-0.206,-0.049,-0.086,0.076,0.007,-0.172,-0.109,-0.172,-0.109
-1,0.579,-1,0.318,0.707,-1,-1,-1,-1,-1,0.127,0.175,0.099,0.095,0.418,0.515,0.570,0.379,0.699,0.563,0.3424,0.3372,0.3544,0.3465,0.3477,0.3397,0.3350,0.3296,0.3114,0.3106,0.04,0.53,0.00,0,0,0.66,0.58,0.15,0,0,0.75,0.14,0.71,0,0,0.75,0.14,0.71,0,0,0.29,1.00,0.54,1,0,-0.049,-0.086,0.076,0.007,-0.172,-0.109,-0.172,-0.109,1.156,1.211
0.710,-1,0.000,0.475,-1,-1,-1,-1,-1,-1,0.175,0.099,0.095,0.418,0.223,0.570,0.379,0.699,0.563,0.510,0.3544,0.3465,0.3477,0.3397,0.3350,0.3296,0.3114,0.3106,0.2720,0.2764,0.66,0.58,0.15,0,0,0.75,0.14,0.71,0,0,0.75,0.14,0.71,0,0,0.29,1.00,0.54,1,0,0.04,0.53,0.00,0,0,0.076,0.007,-0.172,-0.109,-0.172,-0.109,1.156,1.211,-0.049,-0.086
-1,0.475,0.000,-1,-1,-1,-1,-1,-1,-1,0.099,0.095,0.418,0.223,0.134,0.379,0.699,0.563,0.510,0.411,0.3477,0.3397,0.3350,0.3296,0.3114,0.3106,0.2720,0.2764,0.2334,0.2425,0.75,0.14,0.71,0,0,0.75,0.14,0.71,0,0,0.29,1.00,0.54,1,0,0.04,0.53,0.00,0,0,0.75,0.14,0.71,0,0,-0.172,-0.109,-0.172,-0.109,1.156,1.211,-0.049,-0.086,-0.172,-0.109
0.414,0.594,-1,-1,-1,-1,-1,-1,-1,-1,0.095,0.418,0.223,0.134,0.403,0.699,0.563,0.510,0.411,0.270,0.3350,0.3296,0.3114,0.3106,0.2720,0.2764,0.2334,0.2425,0.1954,0.2074,0.75,0.14,0.71,0,0,0.29,1.00,0.54,1,0,0.04,0.53,0.00,0,0,0.75,0.14,0.71,0,0,0.76,1.00,0.71,1,0,-0.172,-0.109,1.156,1.211,-0.049,-0.086,-0.172,-0.109,1.605,1.342
0.563,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.418,0.223,0.134,0.403,0.186,0.563,0.510,0.411,0.270,0.380,0.3114,0.3106,0.2720,0.2764,0.2334,0.2425,0.1954,0.2074,0.1806,0.1921,0.29,1.00,0.54,1,0,0.04,0.53,0.00,0,0,0.75,0.14,0.71,0,0,0.76,1.00,0.71,1,0,0.30,0.45,0.11,0,0,1.156,1.211,-0.049,-0.086,-0.172,-0.109,1.605,1.342,-0.269,-0.178
-1,-1,-1,-1,0.670,-1,-1,-1,-1,-1,0.223,0.134,0.403,0.186,0.321,0.510,0.411,0.270,0.380,0.690,0.2720,0.2764,0.2334,0.2425,0.1954,0.2074,0.1806,0.1921,0.1780,0.1850,0.04,0.53,0.00,0,0,0.75,0.14,0.71,0,0,0.76,1.00,0.71,1,0,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,-0.049,-0.086,-0.172,-0.109,1.605,1.342,-0.269,-0.178,-0.273,-0.313
-1,-1,-1,0.704,-1,-1,-1,-1,-1,-1,0.134,0.403,0.186,0.321,0.360,0.411,0.270,0.380,0.690,0.290,0.2334,0.2425,0.1954,0.2074,0.1806,0.1921,0.1780,0.1850,0.2026,0.1996,0.75,0.14,0.71,0,0,0.76,1.00,0.71,1,0,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,-0.172,-0.109,1.605,1.342,-0.269,-0.178,-0.273,-0.313,0.076,0.007
-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.403,0.186,0.321,0.360,0.386,0.270,0.380,0.690,0.290,0.395,0.1954,0.2074,0.1806,0.1921,0.1780,0.1850,0.2026,0.1996,0.2518,0.2330,0.76,1.00,0.71,1,0,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,1.00,0.92,0.26,0,1,1.605,1.342,-0.269,-0.178,-0.273,-0.313,0.076,0.007,-0.394,-0.489
-1,0.592,-1,-1,-1,-1,-1,-1,-1,-1,0.186,0.321,0.360,0.386,0.268,0.380,0.690,0.290,0.395,0.373,0.1806,0.1921,0.1780,0.1850,0.2026,0.1996,0.2518,0.2330,0.3071,0.2718,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,1.00,0.92,0.26,0,1,0.74,0.47,0.26,0,1,-0.269,-0.178,-0.273,-0.313,0.076,0.007,-0.394,-0.489,0.084,0.156
0.550,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.321,0.360,0.386,0.268,0.217,0.690,0.290,0.395,0.373,0.283,0.1780,0.1850,0.2026,0.1996,0.2518,0.2330,0.3071,0.2718,0.3544,0.3076,0.16,0.31,0.32,0,0,0.66,0.58,0.15,0,0,1.00,0.92,0.26,0,1,0.74,0.47,0.26,0,1,0.74,0.47,0.26,0,1,-0.273,-0.313,0.076,0.007,-0.394,-0.489,0.084,0.156,0.084,0.156
-1,-1,-1,-1,0.680,-1,-1,-1,-1,-1,0.360,0.386,0.268,0.217,0.142,0.290,0.395,0.373,0.283,0.793,0.2026,0.1996,0.2518,0.2330,0.3071,0.2718,0.3544,0.3076,0.3975,0.3418,0.66,0.58,0.15,0,0,1.00,0.92,0.26,0,1,0.74,0.47,0.26,0,1,0.74,0.47,0.26,0,1,0.75,0.14,0.71,0,0,0.076,0.007,-0.394,-0.489,0.084,0.156,0.084,0.156,-0.172,-0.109
-1,-1,-1,0.633,-1,-1,-1,-1,-1,-1,0.386,0.268,0.217,0.142,0.327,0.395,0.373,0.283,0.793,0.330,0.2518,0.2330,0.3071,0.2718,0.3544,0.3076,0.3975,0.3418,0.4187,0.3601,1.00,0.92,0.26,0,1,0.74,0.47,0.26,0,1,0.74,0.47,0.26,0,1,0.75,0.14,0.71,0,0,1.00,0.92,0.26,0,1,-0.394,-0.489,0.084,0.156,0.084,0.156,-0.172,-0.109,-0.394,-0.489
-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.268,0.217,0.142,0.327,0.149,0.373,0.283,0.793,0.330,0.259,0.3071,0.2718,0.3544,0.3076,0.3975,0.3418,0.4187,0.3601,0.4306,0.3710,0.74,0.47,0.26,0,1,0.74,0.47,0.26,0,1,0.75,0.14,0.71,0,0,1.00,0.92,0.26,0,1,0.00,0.25,0.45,0,0,0.084,0.156,0.084,0.156,-0.172,-0.109,-0.394,-0.489,-0.480,-0.335
-1,0.673,-1,-1,0.595,-1,-1,-1,-1,-1,0.217,0.142,0.327,0.149,0.159,0.283,0.793,0.330,0.259,0.773,0.3544,0.3076,0.3975,0.3418,0.4187,0.3601,0.4306,0.3710,0.4223,0.3684,0.74,0.47,0.26,0,1,0.75,0.14,0.71,0,0,1.00,0.92,0.26,0,1,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.084,0.156,-0.172,-0.109,-0.394,-0.489,-0.480,-0.335,0.194,0.123
0.512,-1,-1,0.530,-1,-1,-1,-1,-1,-1,0.142,0.327,0.149,0.159,0.412,0.793,0.330,0.259,0.773,0.330,0.3975,0.3418,0.4187,0.3601,0.4306,0.3710,0.4223,0.3684,0.4095,0.3627,0.75,0.14,0.71,0,0,1.00,0.92,0.26,0,1,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,-0.172,-0.109,-0.394,-0.489,-0.480,-0.335,0.194,0.123,1.156,1.211
-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.327,0.149,0.159,0.412,0.448,0.330,0.259,0.773,0.330,0.284,0.4187,0.3601,0.4306,0.3710,0.4223,0.3684,0.4095,0.3627,0.3882,0.3498,1.00,0.92,0.26,0,1,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,-0.394,-0.489,-0.480,-0.335,0.194,0.123,1.156,1.211,1.156,1.211
-1,0.572,-1,-1,-1,-1,-1,-1,-1,-1,0.149,0.159,0.412,0.448,0.412,0.259,0.773,0.330,0.284,0.283,0.4306,0.3710,0.4223,0.3684,0.4095,0.3627,0.3882,0.3498,0.3623,0.3312,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,-0.480,-0.335,0.194,0.123,1.156,1.211,1.156,1.211,1.156,1.211
0.689,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.159,0.412,0.448,0.412,0.468,0.773,0.330,0.284,0.283,0.288,0.4223,0.3684,0.4095,0.3627,0.3882,0.3498,0.3623,0.3312,0.3440,0.3175,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.194,0.123,1.156,1.211,1.156,1.211,1.156,1.211,1.156,1.211
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.412,0.448,0.412,0.468,0.467,0.330,0.284,0.283,0.288,0.290,0.4095,0.3627,0.3882,0.3498,0.3623,0.3312,0.3440,0.3175,0.3418,0.3147,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,1.156,1.211,1.156,1.211,1.156,1.211,1.156,1.211,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.448,0.412,0.468,0.467,0.471,0.284,0.283,0.288,0.290,0.255,0.3882,0.3498,0.3623,0.3312,0.3440,0.3175,0.3418,0.3147,0.3590,0.3248,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.05,0.92,0.37,0,1,1.156,1.211,1.156,1.211,1.156,1.211,0.076,0.007,-0.287,-0.409
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.412,0.468,0.467,0.471,0.449,0.283,0.288,0.290,0.255,0.348,0.3623,0.3312,0.3440,0.3175,0.3418,0.3147,0.3590,0.3248,0.3832,0.3417,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,1.156,1.211,1.156,1.211,0.076,0.007,-0.287,-0.409,1.156,1.211
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.468,0.467,0.471,0.449,0.332,0.288,0.290,0.255,0.348,0.300,0.3440,0.3175,0.3418,0.3147,0.3590,0.3248,0.3832,0.3417,0.4101,0.3615,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,1.00,0.92,0.26,0,1,1.156,1.211,0.076,0.007,-0.287,-0.409,1.156,1.211,-0.394,-0.489
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.467,0.471,0.449,0.332,0.343,0.290,0.255,0.348,0.300,0.350,0.3418,0.3147,0.3590,0.3248,0.3832,0.3417,0.4101,0.3615,0.4354,0.3845,0.66,0.58,0.15,0,0,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,1.00,0.92,0.26,0,1,0.05,0.92,0.37,0,1,0.076,0.007,-0.287,-0.409,1.156,1.211,-0.394,-0.489,-0.287,-0.409
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.471,0.449,0.332,0.343,0.130,0.255,0.348,0.300,0.350,0.381,0.3590,0.3248,0.3832,0.3417,0.4101,0.3615,0.4354,0.3845,0.4507,0.4014,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,1.00,0.92,0.26,0,1,0.05,0.92,0.37,0,1,0.75,0.14,0.71,0,0,-0.287,-0.409,1.156,1.211,-0.394,-0.489,-0.287,-0.409,-0.172,-0.109
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.449,0.332,0.343,0.130,0.210,0.348,0.300,0.350,0.381,0.402,0.3832,0.3417,0.4101,0.3615,0.4354,0.3845,0.4507,0.4014,0.4600,0.4152,0.29,1.00,0.54,1,0,1.00,0.92,0.26,0,1,0.05,0.92,0.37,0,1,0.75,0.14,0.71,0,0,0.05,0.30,0.34,0,0,1.156,1.211,-0.394,-0.489,-0.287,-0.409,-0.172,-0.109,-0.357,-0.206
-1,-1,-1,-1,0.323,-1,-1,-1,-1,-1,0.332,0.343,0.130,0.210,0.188,0.300,0.350,0.381,0.402,0.599,0.4101,0.3615,0.4354,0.3845,0.4507,0.4014,0.4600,0.4152,0.4658,0.4247,1.00,0.92,0.26,0,1,0.05,0.92,0.37,0,1,0.75,0.14,0.71,0,0,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,-0.394,-0.489,-0.287,-0.409,-0.172,-0.109,-0.357,-0.206,-0.480,-0.335
-1,-1,-1,0.476,-1,-1,-1,-1,-1,-1,0.343,0.130,0.210,0.188,0.245,0.350,0.381,0.402,0.599,0.481,0.4354,0.3845,0.4507,0.4014,0.4600,0.4152,0.4658,0.4247,0.4618,0.4300,0.05,0.92,0.37,0,1,0.75,0.14,0.71,0,0,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,0.19,0.45,0.56,1,0,-0.287,-0.409,-0.172,-0.109,-0.357,-0.206,-0.480,-0.335,0.651,0.056
-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.130,0.210,0.188,0.245,0.182,0.381,0.402,0.599,0.481,0.469,0.4507,0.4014,0.4600,0.4152,0.4658,0.4247,0.4618,0.4300,0.4510,0.4300,0.75,0.14,0.71,0,0,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,0.19,0.45,0.56,1,0,0.04,0.53,0.00,0,0,-0.172,-0.109,-0.357,-0.206,-0.480,-0.335,0.651,0.056,-0.049,-0.086
-1,0.308,-1,-1,-1,-1,-1,-1,-1,-1,0.210,0.188,0.245,0.182,0.357,0.402,0.599,0.481,0.469,0.386,0.4600,0.4152,0.4658,0.4247,0.4618,0.4300,0.4510,0.4300,0.4297,0.4246,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,0.19,0.45,0.56,1,0,0.04,0.53,0.00,0,0,0.05,0.92,0.37,0,1,-0.357,-0.206,-0.480,-0.335,0.651,0.056,-0.049,-0.086,-0.287,-0.409
0.486,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.188,0.245,0.182,0.357,0.329,0.599,0.481,0.469,0.386,0.442,0.4658,0.4247,0.4618,0.4300,0.4510,0.4300,0.4297,0.4246,0.4071,0.4169,0.00,0.25,0.45,0,0,0.19,0.45,0.56,1,0,0.04,0.53,0.00,0,0,0.05,0.92,0.37,0,1,0.03,0.56,0.33,0,0,-0.480,-0.335,0.651,0.056,-0.049,-0.086,-0.287,-0.409,0.008,0.038
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.245,0.182,0.357,0.329,0.295,0.481,0.469,0.386,0.442,0.437,0.4618,0.4300,0.4510,0.4300,0.4297,0.4246,0.4071,0.4169,0.4041,0.4171,0.19,0.45,0.56,1,0,0.04,0.53,0.00,0,0,0.05,0.92,0.37,0,1,0.03,0.56,0.33,0,0,0.05,0.92,0.37,0,1,0.651,0.056,-0.049,-0.086,-0.287,-0.409,0.008,0.038,-0.287,-0.409
